seqname	start	end	strand	gene_id	class	log10_SuRE	log10_GROcap	LRS
chr1	2391775	2405442	+	ENSG00000157916.19	iLAD	2.67426545449607	-0.554052265256877	-0.329699959830347
chr1	2408755	2412514	-	ENSG00000157911.9	iLAD	2.31004517550769	-0.364447965678486	-0.126636386153385
chr1	2408530	2413797	-	ENSG00000157911.9	iLAD	1.26113801266076	-1.19087436284405	-0.679173726727892
chr1	2467459	2505526	+	ENSG00000149527.17	iLAD	0.393126413775274	-3.3014640731433	-1.24829980287694
chr1	2476315	2505525	+	ENSG00000149527.17	iLAD	-0.795448574433831	-3.3014640731433	-0.328627287171886
chr1	2519204	2526575	-	ENSG00000157881.13	iLAD	1.85762088626709	0.190877180111675	0.433956692307767
chr1	2528745	2530245	-	ENSG00000197921.5	iLAD	0.192731606309182	-2.45636603312904	-0.0591827924979307
chr1	2555791	2561815	+	ENSG00000157873.17	iLAD	-0.0142380277914075	-1.47538927044247	1.15529852328557
chr1	2556557	2561535	+	ENSG00000157873.17	iLAD	0.0458490020881481	-1.19766035218734	1.39322141716253
chr1	2549920	2557011	-	ENSG00000238164.6	iLAD	0.654882260847186	-1.46261498240604	0.0686792744084737
chr1	2557813	2563826	+	ENSG00000157873.17	iLAD	-0.15392888270668	-2.60249406880728	0.107430943605413
chr1	2586750	2591467	+	ENSG00000157870.14	iLAD	0.830758405287412	-0.828707623826088	0.359270152741297
chr1	2591694	2592868	-	ENSG00000142606.15	iLAD	-0.387710923001815	-3.3014640731433	-0.449604607102614
chr1	2629758	2632979	-	ENSG00000142606.15	iLAD	0.262140213124017	-2.45636603312904	-0.239567720342758
chr1	3021483	3022903	+	ENSG00000169717.6	iLAD	0.0017791915889565	-3.3014640731433	-0.67590481161839
chr1	3059617	3068437	-	ENSG00000177133.10	iLAD	-0.28039150022275	-3.3014640731433	-0.489119582415769
chr1	3069197	3435421	+	ENSG00000142611.16	iLAD	0.442617457444758	-3.3014640731433	-1.37721071445212
chr1	3468544	3473521	+	ENSG00000130762.14	iLAD	-0.210060994436971	-3.3014640731433	-0.560148179525639
chr1	3471607	3474457	+	ENSG00000130762.14	iLAD	-0.407638007595237	-2.82434281842364	0.0138363195643474
chr1	3492639	3496014	-	ENSG00000162591.15	iLAD	-0.36868648303436	-3.3014640731433	-0.436543962001544
chr1	3489920	3531448	-	ENSG00000162591.15	iLAD	0.838824340168164	-2.12537281408762	-0.962905006528858
chr1	3489926	3611495	-	ENSG00000162591.15	iLAD	0.486040716750729	-3.3014640731433	-1.4170174054466
chr1	3623190	3624743	-	ENSG00000238260.1	iLAD	1.17850690777445	-0.537287940752969	0.0778319024402648
chr1	3625002	3630127	+	ENSG00000158109.14	iLAD	1.51408501897086	-0.709287315747433	-0.448341694271487
chr1	3635272	3650063	-	ENSG00000116213.15	iLAD	1.67229528543632	0.465914450970881	0.710160240970229
chr1	3652520	3736201	+	ENSG00000078900.14	iLAD	-0.215544898398233	-1.90352406447126	0.828807294404291
chr1	3658938	3668772	-	ENSG00000227589.1	iLAD	-0.799044631004077	-3.3014640731433	-0.330896548822692
chr1	3682366	3733079	+	ENSG00000078900.14	iLAD	-1.23207388966808	-3.3014640731433	-0.331124696614054
chr1	3690672	3733292	+	ENSG00000078900.14	iLAD	-1.15949216748656	-3.3014640731433	-0.329598478415702
chr1	3698046	3708534	+	ENSG00000078900.14	iLAD	-0.741986055745284	-2.82434281842364	0.140689734254861
chr1	3737149	3747336	-	ENSG00000227372.11	iLAD	1.6021414045204	0.262846836817303	0.552723761161485
chr1	3752445	3771645	+	ENSG00000162592.9	iLAD	-0.967959568041315	-3.3014640731433	-0.344894703814179
chr1	3772788	3775982	+	ENSG00000235169.7	iLAD	0.898032995653904	-0.469594298862798	0.513277089537659
chr1	3778558	3796504	-	ENSG00000130764.9	iLAD	2.58929108348083	-0.677181977307632	-0.452829671881102
chr1	3839083	3857194	-	ENSG00000116198.12	iLAD	2.06722125472498	0.252540247868603	0.516408818064955
chr1	3857460	3885429	+	ENSG00000169598.15	iLAD	1.07075150532769	-0.140395687672125	0.586044091975382
chr1	3889125	3900247	-	ENSG00000198912.10	iLAD	1.73966089844985	-0.302768914831644	-0.07294265121161
chr1	3900372	3905532	+	ENSG00000236423.5	iLAD	1.2117932746629	0.555928737777601	1.11175513815077
chr1	3976133	4012699	+	ENSG00000284668.1	iLAD	1.19040868158757	-0.957071799458189	-0.364301795165655
chr1	4571481	4594009	+	ENSG00000232596.2	inactive	-0.785603469177544	-3.3014640731433	-0.322414615215864
chr1	4654732	4777794	+	ENSG00000196581.10	iLAD	-5.29227882030941	-3.3014640731433	-0.344843344628093
chr1	5991466	6100175	+	ENSG00000069424.14	iLAD	0.49802983342178	-2.60249406880728	-0.734124180169698
chr1	5862811	5992424	-	ENSG00000131697.17	iLAD	0.82905137733775	-0.540288259987568	0.65308829932931
chr1	5992673	6007660	+	ENSG00000069424.14	iLAD	0.877327907370924	-0.891530949812005	0.1491624049914
chr1	6026320	6098561	+	ENSG00000069424.14	iLAD	-0.912107230313466	-2.82434281842364	0.111039239873072
chr1	6045921	6101179	+	ENSG00000069424.14	iLAD	0.22666834704346	-2.60249406880728	-0.289461363953101
chr1	6101793	6180123	-	ENSG00000116254.17	iLAD	-5.29227882030941	-2.82434281842364	0.132277910091569
chr1	6185020	6199612	-	ENSG00000116251.9	iLAD	1.6207503289849	-0.309795065763351	-0.018820583348451
chr1	6186615	6200842	-	ENSG00000116251.9	iLAD	1.00234410912338	-1.12827780473103	-0.323595122710517
chr1	6206129	6207564	+	ENSG00000158286.12	iLAD	0.499354059236561	-0.702673566380185	1.16392060462676
chr1	6186692	6209244	-	ENSG00000116251.9	iLAD	0.402255468899221	-0.865301426102544	1.15131600390625
chr1	6223491	6235972	-	ENSG00000116237.15	iLAD	2.16727518534963	-0.167605947939965	0.087912696404723
chr1	6244192	6245578	+	ENSG00000173673.7	iLAD	-0.413462523102379	-2.82434281842364	0.0114642841056418
chr1	6247346	6260975	-	ENSG00000158292.6	iLAD	1.3656666031599	-2.82434281842364	-2.38988737885194
chr1	6264273	6360707	-	ENSG00000097021.19	iLAD	0.469873889799519	-2.60249406880728	-0.700455582456521
chr1	6264273	6385813	-	ENSG00000097021.19	iLAD	-0.481407889894909	-2.26007138798507	0.597106223800439
chr1	6264269	6393361	-	ENSG00000097021.19	iLAD	1.50880162800581	-0.486550891868226	-0.219448126784507
chr1	6393555	6394391	+	ENSG00000271746.1	iLAD	1.51771997940464	0.0574221312625692	0.314131652562056
chr1	6413000	6419903	-	ENSG00000069812.11	iLAD	0.761433318325821	-2.45636603312904	-1.08647667426848
chr1	6424788	6456671	+	ENSG00000187017.15	iLAD	1.59060785299213	-1.7332623490763	-1.44406567589806
chr1	6447331	6449056	+	ENSG00000187017.15	iLAD	0.677600140636922	-2.82434281842364	-1.36068281785329
chr1	6448043	6460398	+	ENSG00000187017.15	iLAD	0.205176193226942	-2.82434281842364	-0.457548335393567
chr1	6450374	6451949	+	ENSG00000187017.15	iLAD	-0.544081784691341	-3.3014640731433	-0.421576292528023
chr1	6451317	6457263	+	ENSG00000187017.15	iLAD	-0.473080307020883	-2.60249406880728	0.251036125358168
chr1	6460508	6461370	+	ENSG00000187017.15	iLAD	0.300498254288554	-1.81010237930903	0.318795871883476
chr1	6461204	6466175	-	ENSG00000215788.9	iLAD	0.222101107543536	-3.3014640731433	-0.9760405480344
chr1	6467122	6471583	-	ENSG00000171680.21	iLAD	0.333250118643871	-1.97924477840938	0.131975642852633
chr1	6466092	6485469	-	ENSG00000171680.21	iLAD	0.209395255981424	-2.26007138798507	0.0964204569424347
chr1	6467122	6490570	-	ENSG00000171680.21	iLAD	0.343704570408579	-2.18752072083646	-0.0618764816967246
chr1	6467122	6491700	-	ENSG00000171680.21	iLAD	-0.222142986491103	-3.3014640731433	-0.579942668658019
chr1	6467122	6497390	-	ENSG00000171680.21	iLAD	1.00202510332007	-3.3014640731433	-2.49651638363636
chr1	6549362	6554500	-	ENSG00000162408.10	iLAD	1.71564429508385	0.25688443561832	0.482856247525832
chr1	6555309	6579626	+	ENSG00000173662.20	iLAD	0.65431945912691	-2.26007138798507	-0.727101592955015
chr1	6580001	6582299	+	ENSG00000204859.12	iLAD	1.55338793364424	-0.0321846833714012	0.22925819630313
chr1	6593381	6599816	-	ENSG00000162413.16	iLAD	-0.299084044450038	-2.26007138798507	0.563397886553898
chr1	6590724	6602869	-	ENSG00000162413.16	iLAD	1.89746682719965	0.017225196804446	0.21815056788716
chr1	6593205	6603684	-	ENSG00000162413.16	iLAD	1.63277252255903	-0.20420676344988	0.0776489621417497
chr1	6613685	6624033	+	ENSG00000116273.5	iLAD	1.65956200524237	-0.372556382899347	-0.116193579485222
chr1	6625171	6628519	+	ENSG00000041988.15	iLAD	1.8836470221524	-0.122199608804274	0.0933461225582283
chr1	6645800	6701802	-	ENSG00000007923.15	iLAD	2.17402238320178	-0.240388749513508	0.0142930728240744
chr1	6785454	6872053	+	ENSG00000171735.18	iLAD	1.81805750719314	-0.436360098502172	-0.182601766451349
chr1	7219360	7219524	+	ENSG00000207056.1	iLAD	-0.270709177627838	-3.3014640731433	-0.498436651983396
chr1	7771269	7781432	+	ENSG00000049245.12	iLAD	2.03172052924132	-0.531348778356198	-0.26541391014794
chr1	7784320	7803958	+	ENSG00000049246.14	iLAD	0.816707250756533	-1.46261498240604	-0.230933655921809
chr1	7847614	7853035	-	ENSG00000049247.13	iLAD	-0.548586160690668	-3.3014640731433	-0.420273611641342
chr1	7919847	7940866	-	ENSG00000049249.8	iLAD	0.909348421947698	-1.15224496048792	-0.200365241052903
chr1	7961663	7971048	+	ENSG00000116288.12	iLAD	1.98177577182961	-0.00239281311589028	0.242634693230782
chr1	8004404	8026283	-	ENSG00000116285.12	iLAD	2.18464874465462	-1.45020572442422	-1.19684183781553
chr1	8206434	8206597	-	ENSG00000200975.1	iLAD	-0.264743459029877	-2.82434281842364	-0.0329996415864486
chr1	8365876	8423666	-	ENSG00000142599.17	iLAD	0.429471747771329	-1.20455406013524	0.730413476347745
chr1	8365880	8424234	-	ENSG00000142599.17	iLAD	0.380838880427516	-0.617516942391788	1.4848386748785
chr1	8352406	8525939	-	ENSG00000142599.17	iLAD	1.11974407457902	-1.09463819711145	-0.427899106049521
chr1	8656193	8703219	-	ENSG00000142599.17	iLAD	1.0136934048636	-0.289893629546022	0.505360859301836
chr1	8464970	8753838	-	ENSG00000142599.17	iLAD	-1.041948586647	-2.45636603312904	0.517971219018424
chr1	8354626	8817643	-	ENSG00000142599.17	iLAD	1.73784087448228	-0.554052265256877	-0.325082276806851
chr1	8875788	8878007	-	ENSG00000236269.1	iLAD	1.17651991062813	-0.0508001536800563	0.568050987621641
chr1	8871352	8878676	-	ENSG00000074800.13	iLAD	1.51164864725765	0.809024626693369	1.07280954032456
chr1	8874856	8879249	-	ENSG00000074800.13	iLAD	1.46444808370406	-0.75863864618412	-0.448160237124778
chr1	8945867	8967745	+	ENSG00000131686.14	iLAD	-0.46989457774608	-3.3014640731433	-0.44932920403981
chr1	9003300	9026345	-	ENSG00000197241.3	iLAD	0.0192010604409177	-3.3014640731433	-0.681919956401412
chr1	9040080	9069604	-	ENSG00000142583.17	iLAD	-0.166016590579157	-2.82434281842364	-0.0823715945844787
chr1	9041785	9071727	-	ENSG00000142583.17	iLAD	0.26616578779862	-0.898343551967482	1.30753346531508
chr1	9041785	9072265	-	ENSG00000142583.17	iLAD	0.247435798371737	-2.12537281408762	0.131318252330129
chr1	9047611	9088443	-	ENSG00000142583.17	iLAD	-1.12126186634043	-3.3014640731433	-0.328794587579496
chr1	9100305	9129170	-	ENSG00000180758.11	iLAD	1.12630696191217	-1.43814121302284	-0.772677339342292
chr1	9182204	9192089	+	ENSG00000234546.3	iLAD	-0.167781557805688	-3.3014640731433	-0.554813673276817
chr1	9148011	9182392	-	ENSG00000228526.6	iLAD	-0.229638242968266	-3.3014640731433	-0.57887672424706
chr1	9191048	9191967	+	ENSG00000234546.3	iLAD	-0.509230286596686	-3.3014640731433	-0.432100464352702
chr1	9197143	9198906	-	ENSG00000281937.1	iLAD	0.24669850578997	-3.3014640731433	-1.04277274817639
chr1	9234775	9271337	+	ENSG00000049239.12	iLAD	1.88409568158345	0.14273691572086	0.357807997657956
chr1	9239844	9267898	+	ENSG00000049239.12	iLAD	0.227382458520447	-2.82434281842364	-0.513247482291488
chr1	9292880	9369532	+	ENSG00000171621.13	iLAD	1.14116421279992	-1.46261498240604	-0.800037982080132
chr1	9426975	9428916	-	ENSG00000284693.1	iLAD	1.84079841331256	-0.84661921313479	-0.590079387482533
chr1	9426649	9440564	-	ENSG00000284693.1	iLAD	-0.532609203073916	-3.3014640731433	-0.424894202222092
chr1	9539482	9585179	+	ENSG00000171612.6	iLAD	2.02721070833389	-0.304514824647919	-0.0383174650722832
chr1	9588922	9604954	+	ENSG00000188807.12	iLAD	2.06950461704993	-0.681328018169542	-0.417592349680641
chr1	9607728	9613247	+	ENSG00000188807.12	iLAD	-0.929987067659487	-3.3014640731433	-0.359299386035152
chr1	9651732	9729114	+	ENSG00000171608.15	iLAD	0.364544237370372	-1.36194482052468	0.79245152993132
chr1	9672426	9687555	-	ENSG00000231789.2	iLAD	0.304965393688367	-0.468316961230515	1.65077357096829
chr1	9715699	9716163	+	ENSG00000171608.15	iLAD	-0.0388264655535423	-2.82434281842364	-0.186905599183441
chr1	9729028	9751581	-	ENSG00000171603.16	iLAD	-0.517150448688043	-3.3014640731433	-0.429364926662808
chr1	9729028	9823984	-	ENSG00000171603.16	iLAD	0.863592624310089	-1.03901298341287	0.045120673151801
chr1	9850450	9893237	-	ENSG00000178585.14	iLAD	0.782900743339216	-3.3014640731433	-1.98525228779367
chr1	9848276	9910263	-	ENSG00000178585.14	iLAD	2.18181754034013	-1.00699784698171	-0.753282819924945
chr1	9928939	9943329	-	ENSG00000162441.11	iLAD	1.17498036284315	-0.0997938934967183	0.521948299635953
chr1	9943428	9981766	+	ENSG00000173614.13	iLAD	1.34573982647297	0.389705860988304	0.878708784128681
chr1	9997216	10016020	+	ENSG00000162444.11	iLAD	-0.180812527912201	-3.3014640731433	-0.520266741175975
chr1	10033274	10073118	+	ENSG00000130939.18	iLAD	1.63866129614112	-0.103081943135006	0.173170014424835
chr1	10399044	10400008	+	ENSG00000142657.20	iLAD	1.78928509407522	-0.119906299280513	0.130332811391659
chr1	10430102	10452153	+	ENSG00000251503.8	iLAD	1.38002757496032	-1.53061206150116	-1.13950359287388
chr1	10430783	10442334	+	ENSG00000175279.21	iLAD	1.24807147920357	-0.464507336083749	0.0362845837898301
chr1	10430804	10452003	+	ENSG00000251503.8	iLAD	1.23720803949795	-0.464507336083749	0.0527645548415141
chr1	10461643	10472479	-	ENSG00000160049.11	iLAD	1.20252119695705	0.165551745295136	0.735576168009591
chr1	10474982	10623286	+	ENSG00000142655.12	iLAD	1.60258336145134	0.222412402494831	0.512315393546812
chr1	10652984	10694479	-	ENSG00000130940.14	iLAD	0.612152157443421	-1.7103994661168	-0.0388302281658179
chr1	10636604	10796648	-	ENSG00000130940.14	iLAD	-0.0299361186862253	-3.3014640731433	-0.666467217725264
chr1	11012622	11023248	+	ENSG00000120948.16	iLAD	1.9386933759519	0.180694622267977	0.384070366866588
chr1	11012662	11030528	+	ENSG00000277726.4	iLAD	1.91096804428315	0.180980718774965	0.367622772741291
chr1	11029659	11030528	+	ENSG00000271895.2	iLAD	-0.596500998874016	-2.34722156370397	0.560836775948286
chr1	11026523	11047223	-	ENSG00000009724.16	iLAD	-2.76461214027904	-3.3014640731433	-0.338148847018625
chr1	11054664	11055820	-	ENSG00000116649.9	iLAD	0.22378818410411	-2.45636603312904	-0.135519509602471
chr1	11056011	11058873	-	ENSG00000116649.9	iLAD	1.27001503585087	-2.82434281842364	-2.29823067044994
chr1	11056011	11060020	-	ENSG00000116649.9	iLAD	2.61016664923486	-1.10556442073407	-0.881212115307536
chr1	11074288	11079800	-	ENSG00000171824.13	iLAD	0.35196374891824	-2.82434281842364	-0.687303540182457
chr1	11091503	11099854	-	ENSG00000171824.13	iLAD	1.64985578025489	-0.0547193634194584	0.210879901973715
chr1	11189341	11195981	+	ENSG00000171819.4	iLAD	-0.369121114023147	-3.3014640731433	-0.43684234456125
chr1	11106535	11262507	-	ENSG00000198793.12	iLAD	1.73444680418115	0.0295580978985289	0.256931262253981
chr1	11273206	11288434	+	ENSG00000120942.13	iLAD	1.62750774582381	0.00281097733382844	0.289676674382517
chr1	11479166	11481960	+	ENSG00000204624.7	iLAD	1.664264252025	-1.51613423813253	-1.2642461016131
chr1	11648367	11654682	-	ENSG00000116661.10	iLAD	1.49839139290573	-1.43814121302284	-1.1589065968371
chr1	11654857	11658868	+	ENSG00000132879.13	iLAD	1.70859786586912	-1.34242268082221	-1.11349260694753
chr1	11664124	11674354	+	ENSG00000116663.10	iLAD	1.13599184263875	0.00710034041793898	0.670682370389742
chr1	11675700	11681111	-	ENSG00000116670.14	iLAD	1.65642136750279	0.238990540528112	0.498341980730377
chr1	11676872	11691593	-	ENSG00000116670.14	iLAD	-0.154629263297446	-3.3014640731433	-0.589682253408037
chr1	11691729	11725857	+	ENSG00000162490.6	iLAD	-5.29227882030941	-3.3014640731433	-0.344843344628093
chr1	11736117	11750326	+	ENSG00000177674.15	iLAD	1.01142701474261	-0.258888560703109	0.538248684956657
chr1	11787812	11789585	+	ENSG00000215910.7	iLAD	-0.595172480472911	-1.47538927044247	1.43159678615879
chr1	11790642	11796545	-	ENSG00000177000.11	iLAD	0.562187466390374	-0.182538320317523	1.59981562455112
chr1	11785730	11803514	-	ENSG00000177000.11	iLAD	0.134734321754667	0.0242567848761122	2.5494499176062
chr1	11790068	11806002	-	ENSG00000177000.11	iLAD	1.75576580210037	0.130060511044151	0.36746372384563
chr1	11806213	11820779	+	ENSG00000011021.21	iLAD	1.67810477806002	-0.136219747017989	0.105512065039011
chr1	11847442	11847549	+	ENSG00000275915.1	iLAD	-0.997857685176963	-2.34722156370397	0.620689510069516
chr1	11845709	11847783	-	ENSG00000175206.10	iLAD	-0.517293175539736	-3.3014640731433	-0.429323649570988
chr1	11857464	11858931	-	ENSG00000120937.8	iLAD	-0.0931404370911329	-3.3014640731433	-0.694129655492641
chr1	11908152	11908271	+	ENSG00000199347.1	iLAD	2.01645951315264	0.833954831884552	1.10077795819949
chr1	11920183	11926403	-	ENSG00000116685.15	iLAD	2.74898317438082	-0.666986802982568	-0.442634497556038
chr1	11934694	11952691	+	ENSG00000083444.16	iLAD	0.76872171504058	-0.175982807442706	1.17568250031768
